# Filename: HRL_072_2_die4_large_1257.dat
# Timestamp: Thu Jul 09 17:54:49 2015

# Column 1:
#	end: 0.6
#	name: field (T)
#	size: 2
#	start: -0.1
#	type: coordinate
# Column 2:
#	end: 0
#	name: none (y_parameter)
#	size: 1
#	start: 0
#	type: coordinate
# Column 3:
#	end: 0
#	name: none (z_parameter)
#	size: 1
#	start: 0
#	type: coordinate
# Column 4:
#	name: processed data 1, Rxx
#	type: value
# Column 5:
#	name: processed data 2, Rd
#	type: value
# Column 6:
#	name: processed data 3, Gxx
#	type: value
# Column 7:
#	name: Keithley 1
#	type: value
# Column 8:
#	name: Keithley 2
#	type: value
# Column 9:
#	name: Lockin 1 X
#	type: value
# Column 10:
#	name: Lockin 1 Y
#	type: value
# Column 11:
#	name: Lockin 2 X
#	type: value
# Column 12:
#	name: Lockin 2 Y
#	type: value
# Column 13:
#	name: Lockin 3 X
#	type: value
# Column 14:
#	name: Lockin 3 Y
#	type: value
# Column 15:
#	name: Lockin 4 X
#	type: value
# Column 16:
#	name: Lockin 4 Y
#	type: value
# Column 17:
#	name: Mixing Chamber
#	type: value

-9.990000000000e-02	0	0	2.980250000000e+01	3.383180000000e+01	5.455800000000e+03	2.806800000000e+01	-1.785416190000e-04	0	2.980250000000e-04	6.258520000000e-06	3.383180000000e-04	-1.955040000000e-05	1.091160000000e-01	2.517720000000e-04	2.806800000000e-04	2.741830000000e-06
-1.000000000000e-01	0	0	2.979650000000e+01	3.384370000000e+01	5.452750000000e+03	2.806210000000e+01	-1.825571170000e-04	0	2.979650000000e-04	6.318120000000e-06	3.384370000000e-04	-1.943120000000e-05	1.090550000000e-01	2.212530000000e-04	2.806210000000e-04	2.682220000000e-06
-9.970000000000e-02	0	0	2.980250000000e+01	3.384370000000e+01	5.474500000000e+03	2.806800000000e+01	-1.756734060000e-04	0	2.980250000000e-04	6.377730000000e-06	3.384370000000e-04	-1.943120000000e-05	1.094900000000e-01	5.645790000000e-04	2.806800000000e-04	2.622620000000e-06
-9.970000000000e-02	0	0	2.980850000000e+01	3.384370000000e+01	5.475250000000e+03	2.807400000000e+01	-1.705106230000e-04	0	2.980850000000e-04	6.377730000000e-06	3.384370000000e-04	-1.943120000000e-05	1.095050000000e-01	5.188030000000e-04	2.807400000000e-04	2.563010000000e-06
-9.980000000000e-02	0	0	2.982040000000e+01	3.384370000000e+01	5.456950000000e+03	2.807990000000e+01	-1.756734060000e-04	0	2.982040000000e-04	6.496940000000e-06	3.384370000000e-04	-1.943120000000e-05	1.091390000000e-01	1.907360000000e-04	2.807990000000e-04	2.622620000000e-06
-9.940000000000e-02	0	0	2.983230000000e+01	3.385560000000e+01	5.475250000000e+03	2.809780000000e+01	-1.756734060000e-04	0	2.983230000000e-04	6.556540000000e-06	3.385560000000e-04	-1.943120000000e-05	1.095050000000e-01	5.264320000000e-04	2.809780000000e-04	2.682220000000e-06
-9.950000000000e-02	0	0	2.983830000000e+01	3.385560000000e+01	5.454300000000e+03	2.811570000000e+01	-1.848516870000e-04	0	2.983830000000e-04	6.437330000000e-06	3.385560000000e-04	-1.955040000000e-05	1.090860000000e-01	2.670310000000e-04	2.811570000000e-04	2.801430000000e-06
-9.930000000000e-02	0	0	2.982640000000e+01	3.384370000000e+01	5.455800000000e+03	2.810970000000e+01	-1.710842660000e-04	0	2.982640000000e-04	6.258520000000e-06	3.384370000000e-04	-1.966960000000e-05	1.091160000000e-01	2.136240000000e-04	2.810970000000e-04	2.861040000000e-06
-9.930000000000e-02	0	0	2.982640000000e+01	3.380790000000e+01	5.454650000000e+03	2.809780000000e+01	-1.768206910000e-04	0	2.982640000000e-04	6.258520000000e-06	3.380790000000e-04	-1.966960000000e-05	1.090930000000e-01	1.907360000000e-04	2.809780000000e-04	2.741830000000e-06
-9.920000000000e-02	0	0	2.984420000000e+01	3.379600000000e+01	5.474100000000e+03	2.807990000000e+01	-1.831307600000e-04	0	2.984420000000e-04	6.437330000000e-06	3.379600000000e-04	-1.966960000000e-05	1.094820000000e-01	6.256140000000e-04	2.807990000000e-04	2.682220000000e-06
-9.910000000000e-02	0	0	2.985020000000e+01	3.376030000000e+01	5.453900000000e+03	2.807400000000e+01	-1.791152620000e-04	0	2.985020000000e-04	6.556540000000e-06	3.376030000000e-04	-1.955040000000e-05	1.090780000000e-01	2.594010000000e-04	2.807400000000e-04	2.622620000000e-06
